,Unnamed: 0,URL(currentwebsite)
27,27,https://www.ema.europa.eu/en/documents/product-information/aranesp-epar-product-information_en.pdf
29,29,https://www.ema.europa.eu/en/documents/product-information/somavert-epar-product-information_en.pdf
30,30,https://www.ema.europa.eu/en/documents/product-information/truxima-epar-product-information_en.pdf
31,31,https://www.ema.europa.eu/en/documents/product-information/exforge-epar-product-information_en.pdf
32,32,https://www.ema.europa.eu/en/documents/product-information/emgality-epar-product-information_en.pdf
33,33,https://www.ema.europa.eu/en/documents/product-information/dafiro-epar-product-information_en.pdf
34,34,https://www.ema.europa.eu/en/documents/product-information/miglustat-dipharma-epar-product-information_en.pdf
35,35,https://www.ema.europa.eu/en/documents/product-information/copalia-epar-product-information_en.pdf
36,36,https://www.ema.europa.eu/en/documents/product-information/vyndaqel-epar-product-information_en.pdf
37,37,https://www.ema.europa.eu/en/documents/product-information/exforge-hct-epar-product-information_en.pdf
38,38,https://www.ema.europa.eu/en/documents/product-information/dafiro-hct-epar-product-information_en.pdf
39,39,https://www.ema.europa.eu/en/documents/product-information/copalia-hct-epar-product-information_en.pdf
40,40,https://www.ema.europa.eu/en/documents/product-information/quviviq-epar-product-information_en.pdf
41,41,https://www.ema.europa.eu/en/documents/product-information/arixtra-epar-product-information_en.pdf
42,42,https://www.ema.europa.eu/en/documents/product-information/effentora-epar-product-information_en.pdf
43,43,https://www.ema.europa.eu/en/documents/product-information/nexpovio-epar-product-information_en.pdf
44,44,https://www.ema.europa.eu/en/documents/product-information/harvoni-epar-product-information_en.pdf
48,48,https://www.ema.europa.eu/en/documents/product-information/nuvaxovid-epar-product-information_en.pdf
49,49,https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf
50,50,https://www.ema.europa.eu/en/documents/product-information/vaxzevria-previously-covid-19-vaccine-astrazeneca-epar-product-information_en.pdf
51,51,https://www.ema.europa.eu/en/documents/product-information/aubagio-epar-product-information_en.pdf
52,52,https://www.ema.europa.eu/en/documents/product-information/emtriva-epar-product-information_en.pdf
53,53,https://www.ema.europa.eu/en/documents/product-information/odefsey-epar-product-information_en.pdf
54,54,https://www.ema.europa.eu/en/documents/product-information/hexacima-epar-product-information_en.pdf
55,55,https://www.ema.europa.eu/en/documents/product-information/hexyon-epar-product-information_en.pdf
57,57,https://www.ema.europa.eu/en/documents/product-information/rubraca-epar-product-information_en.pdf
58,58,https://www.ema.europa.eu/en/documents/product-information/akynzeo-epar-product-information_en.pdf
59,59,https://www.ema.europa.eu/en/documents/product-information/retsevmo-epar-product-information_en.pdf
60,60,https://www.ema.europa.eu/en/documents/product-information/xaluprine-epar-product-information_en.pdf
61,61,https://www.ema.europa.eu/en/documents/product-information/kaftrio-epar-product-information_en.pdf
62,62,https://www.ema.europa.eu/en/documents/product-information/evra-epar-product-information_en.pdf
63,63,https://www.ema.europa.eu/en/documents/product-information/roctavian-epar-product-information_en.pdf
64,64,https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf
65,65,https://www.ema.europa.eu/en/documents/product-information/tezspire-epar-product-information_en.pdf
67,67,https://www.ema.europa.eu/en/documents/product-information/dovato-epar-product-information_en.pdf
68,68,https://www.ema.europa.eu/en/documents/product-information/crysvita-epar-product-information_en.pdf
69,69,https://www.ema.europa.eu/en/documents/product-information/waylivra-epar-product-information_en.pdf
70,70,https://www.ema.europa.eu/en/documents/product-information/apexxnar-epar-product-information_en.pdf
71,71,https://www.ema.europa.eu/en/documents/product-information/eucreas-epar-product-information_en.pdf
72,72,https://www.ema.europa.eu/en/documents/product-information/veltassa-epar-product-information_en.pdf
73,73,https://www.ema.europa.eu/en/documents/product-information/helicobacter-test-infai-epar-product-information_en.pdf
74,74,https://www.ema.europa.eu/en/documents/product-information/triumeq-epar-product-information_en.pdf
75,75,https://www.ema.europa.eu/en/documents/product-information/tivicay-epar-product-information_en.pdf
76,76,https://www.ema.europa.eu/en/documents/product-information/juluca-epar-product-information_en.pdf
77,77,https://www.ema.europa.eu/en/documents/product-information/refacto-af-epar-product-information_en.pdf
78,78,https://www.ema.europa.eu/en/documents/product-information/xiliarx-epar-product-information_en.pdf
79,79,https://www.ema.europa.eu/en/documents/product-information/xagrid-epar-product-information_en.pdf
80,80,https://www.ema.europa.eu/en/documents/product-information/gardasil-epar-product-information_en.pdf
82,82,https://www.ema.europa.eu/en/documents/product-information/genvoya-epar-product-information_en.pdf
83,83,https://www.ema.europa.eu/en/documents/product-information/cufence-epar-product-information_en.pdf
84,84,https://www.ema.europa.eu/en/documents/product-information/pedea-epar-product-information_en.pdf
85,85,https://www.ema.europa.eu/en/documents/product-information/pecfent-epar-product-information_en.pdf
86,86,https://www.ema.europa.eu/en/documents/product-information/tegsedi-epar-product-information_en.pdf
87,87,https://www.ema.europa.eu/en/documents/product-information/evusheld-epar-product-information_en.pdf
88,88,https://www.ema.europa.eu/en/documents/product-information/pegasys-epar-product-information_en.pdf
89,89,https://www.ema.europa.eu/en/documents/product-information/vumerity-epar-product-information_en.pdf
90,90,https://www.ema.europa.eu/en/documents/product-information/kymriah-epar-product-information_en.pdf
91,91,https://www.ema.europa.eu/en/documents/product-information/vihuma-epar-product-information_en.pdf
92,92,https://www.ema.europa.eu/en/documents/product-information/nuwiq-epar-product-information_en.pdf
93,93,https://www.ema.europa.eu/en/documents/product-information/darunavir-mylan-epar-product-information_en.pdf
94,94,https://www.ema.europa.eu/en/documents/product-information/scenesse-epar-product-information_en.pdf
95,95,https://www.ema.europa.eu/en/documents/product-information/revolade-epar-product-information_en.pdf
96,96,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf
97,97,https://www.ema.europa.eu/en/documents/product-information/jakavi-epar-product-information_en.pdf
98,98,https://www.ema.europa.eu/en/documents/product-information/intrarosa-epar-product-information_en.pdf
99,99,https://www.ema.europa.eu/en/documents/product-information/paxlovid-epar-product-information_en.pdf
101,101,https://www.ema.europa.eu/en/documents/product-information/veklury-epar-product-information_en.pdf
102,102,https://www.ema.europa.eu/en/documents/product-information/jemperli-epar-product-information_en.pdf
103,103,https://www.ema.europa.eu/en/documents/product-information/buccolam-epar-product-information_en.pdf
104,104,https://www.ema.europa.eu/en/documents/product-information/micardis-epar-product-information_en.pdf
106,106,https://www.ema.europa.eu/en/documents/product-information/imraldi-epar-product-information_en.pdf
107,107,https://www.ema.europa.eu/en/documents/product-information/relistor-epar-product-information_en.pdf
108,108,https://www.ema.europa.eu/en/documents/product-information/vaxneuvance-epar-product-information_en.pdf
109,109,https://www.ema.europa.eu/en/documents/product-information/edurant-epar-product-information_en.pdf
110,110,https://www.ema.europa.eu/en/documents/product-information/raxone-epar-product-information_en.pdf
111,111,https://www.ema.europa.eu/en/documents/product-information/natpar-epar-product-information_en.pdf
112,112,https://www.ema.europa.eu/en/documents/product-information/lamzede-epar-product-information_en.pdf
113,113,https://www.ema.europa.eu/en/documents/product-information/myalepta-epar-product-information_en.pdf
114,114,https://www.ema.europa.eu/en/documents/product-information/sitagliptin-sun-epar-product-information_en.pdf
115,115,https://www.ema.europa.eu/en/documents/product-information/galvus-epar-product-information_en.pdf
116,116,https://www.ema.europa.eu/en/documents/product-information/tasigna-epar-product-information_en.pdf
117,117,https://www.ema.europa.eu/en/documents/product-information/obizur-epar-product-information_en.pdf
118,118,https://www.ema.europa.eu/en/documents/product-information/ibrance-epar-product-information_en.pdf
119,119,https://www.ema.europa.eu/en/documents/product-information/mvasi-epar-product-information_en.pdf
120,120,https://www.ema.europa.eu/en/documents/product-information/dzuveo-epar-product-information_en.pdf
121,121,https://www.ema.europa.eu/en/documents/product-information/xeloda-epar-product-information_en.pdf
122,122,https://www.ema.europa.eu/en/documents/product-information/roactemra-epar-product-information_en.pdf
123,123,https://www.ema.europa.eu/en/documents/product-information/cometriq-epar-product-information_en.pdf
124,124,https://www.ema.europa.eu/en/documents/product-information/esperoct-epar-product-information_en.pdf
125,125,https://www.ema.europa.eu/en/documents/product-information/lutathera-epar-product-information_en.pdf
127,127,https://www.ema.europa.eu/en/documents/product-information/invanz-epar-product-information_en.pdf
128,128,https://www.ema.europa.eu/en/documents/product-information/prialt-epar-product-information_en.pdf
129,129,https://www.ema.europa.eu/en/documents/product-information/velmetia-epar-product-information_en.pdf
130,130,https://www.ema.europa.eu/en/documents/product-information/xelevia-epar-product-information_en.pdf
132,132,https://www.ema.europa.eu/en/documents/product-information/vemlidy-epar-product-information_en.pdf
133,133,https://www.ema.europa.eu/en/documents/product-information/dasatinib-accordpharma-epar-product-information_en.pdf
134,134,https://www.ema.europa.eu/en/documents/product-information/opdivo-epar-product-information_en.pdf
135,135,https://www.ema.europa.eu/en/documents/product-information/yervoy-epar-product-information_en.pdf
136,136,https://www.ema.europa.eu/documents/product-information/fingolimod-mylan-epar-product-information_en.pdf
137,137,https://www.ema.europa.eu/en/documents/product-information/imvanex-epar-product-information_en.pdf
138,138,https://www.ema.europa.eu/en/documents/product-information/kalydeco-epar-product-information_en.pdf
139,139,https://www.ema.europa.eu/en/documents/product-information/vazkepa-epar-product-infomartion_en.pdf
140,140,https://www.ema.europa.eu/en/documents/product-information/jinarc-epar-product-information_en.pdf
141,141,https://www.ema.europa.eu/en/documents/product-information/iclusig-epar-product-information_en.pdf
142,142,https://www.ema.europa.eu/en/documents/product-information/siklos-epar-product-information_en.pdf
143,143,https://www.ema.europa.eu/en/documents/product-information/ogluo-epar-product-information_en.pdf
144,144,https://www.ema.europa.eu/en/documents/product-information/firazyr-epar-product-information_en.pdf
145,145,https://www.ema.europa.eu/en/documents/product-information/vpriv-epar-product-information_en.pdf
146,146,https://www.ema.europa.eu/en/documents/product-information/thalidomide-lipomed-epar-product-information_en.pdf
147,147,https://www.ema.europa.eu/en/documents/product-information/lorviqua-epar-product-information_en.pdf
148,148,https://www.ema.europa.eu/en/documents/product-information/isentress-epar-product-information_en.pdf
149,149,https://www.ema.europa.eu/en/documents/product-information/ravicti-epar-product-information_en.pdf
150,150,https://www.ema.europa.eu/en/documents/product-information/tecvayli-epar-product-information_en.pdf
151,151,https://www.ema.europa.eu/en/documents/product-information/invirase-epar-product-information_en.pdf
152,152,https://www.ema.europa.eu/en/documents/product-information/nexavar-epar-product-information_en.pdf
153,153,https://www.ema.europa.eu/en/documents/product-information/bavencio-epar-product-information_en.pdf
154,154,https://www.ema.europa.eu/en/documents/product-information/vocabria-epar-product-information_en.pdf
155,155,https://www.ema.europa.eu/en/documents/product-information/idacio-epar-product-information_en.pdf
156,156,https://www.ema.europa.eu/en/documents/product-information/saphnelo-epar-product-information_en.pdf
157,157,https://www.ema.europa.eu/en/documents/product-information/tecartus-epar-product-information_en.pdf
158,158,https://www.ema.europa.eu/en/documents/product-information/rasagiline-mylan-epar-product-information_en.pdf
159,159,https://www.ema.europa.eu/en/documents/product-information/evrenzo-epar-product-information_en.pdf
160,160,https://www.ema.europa.eu/en/documents/product-information/pregabalin-mylan-epar-product-information_en.pdf
161,161,https://www.ema.europa.eu/en/documents/product-information/veraseal-epar-product-information_en.pdf
162,162,https://www.ema.europa.eu/en/documents/product-information/norvir-epar-product-information_en.pdf
163,163,https://www.ema.europa.eu/en/documents/product-information/lonquex-epar-product-information_en.pdf
164,164,https://www.ema.europa.eu/en/documents/product-information/deltyba-epar-product-information_en.pdf
165,165,https://www.ema.europa.eu/en/documents/product-information/trazimera-epar-product-information_en.pdf
166,166,https://www.ema.europa.eu/en/documents/product-information/reyataz-epar-product-information_en.pdf
167,167,https://www.ema.europa.eu/en/documents/product-information/xevudy-epar-product-information_en.pdf
168,168,https://www.ema.europa.eu/en/documents/product-information/opdualag-epar-product-information_en.pdf
169,169,https://www.ema.europa.eu/documents/product-information/takhzyro-epar-product-information_en.pdf
170,170,https://www.ema.europa.eu/en/documents/product-information/trogarzo-epar-product-information_en.pdf
171,171,https://www.ema.europa.eu/en/documents/product-information/sustiva-epar-product-information_en.pdf
172,172,https://www.ema.europa.eu/en/documents/product-information/benefix-epar-product-information_en.pdf
173,173,https://www.ema.europa.eu/en/documents/product-information/repatha-epar-product-information_en.pdf
174,174,https://www.ema.europa.eu/en/documents/product-information/ilumetri-epar-product-information_en.pdf
175,175,https://www.ema.europa.eu/en/documents/product-information/nplate-epar-product-information_en.pdf
176,176,https://www.ema.europa.eu/en/documents/product-information/memantine-mylan-epar-product-information_en.pdf
177,177,https://www.ema.europa.eu/en/documents/product-information/vimpat-epar-product-information_en.pdf
178,178,https://www.ema.europa.eu/en/documents/product-information/humira-epar-product-information_en.pdf
179,179,https://www.ema.europa.eu/en/documents/product-information/dupixent-epar-product-information_en.pdf
180,180,https://www.ema.europa.eu/en/documents/product-information/quofenix-epar-product-information_en.pdf
181,181,https://www.ema.europa.eu/en/documents/product-information/kaletra-epar-product-information_en.pdf
183,183,https://www.ema.europa.eu/en/documents/product-information/vabysmo-epar-product-information_en.pdf
184,184,https://www.ema.europa.eu/en/documents/product-information/brintellix-epar-product-information_en.pdf
185,185,https://www.ema.europa.eu/en/documents/product-information/fycompa-epar-product-information_en.pdf
186,186,https://www.ema.europa.eu/en/documents/product-information/oxlumo-epar-product-information_en.pdf
187,187,https://www.ema.europa.eu/en/documents/product-information/rivastigmine-sandoz-epar-product-information_en.pdf
188,188,https://www.ema.europa.eu/en/documents/product-information/rivastigmine-hexal-epar-product-information_en.pdf
189,189,https://www.ema.europa.eu/en/documents/product-information/rekambys-epar-product-information_en.pdf
190,190,https://www.ema.europa.eu/en/documents/product-information/benepali-epar-product-information_en.pdf
191,191,https://www.ema.europa.eu/en/documents/product-information/cancidas-epar-product-information_en.pdf
192,192,https://www.ema.europa.eu/en/documents/product-information/karvea-epar-product-information_en.pdf
193,193,https://www.ema.europa.eu/documents/product-information/orladeyo-epar-product-information_en.pdf
194,194,https://www.ema.europa.eu/en/documents/product-information/aprovel-epar-product-information_en.pdf
195,195,https://www.ema.europa.eu/documents/product-information/evkeeza-epar-product-information_en.pdf
196,196,https://www.ema.europa.eu/en/documents/product-information/byfavo-epar-product-information_en.pdf
197,197,https://www.ema.europa.eu/en/documents/product-information/ritonavir-mylan-epar-product-information_en.pdf
198,198,https://www.ema.europa.eu/en/documents/product-information/sunosi-epar-product-information_en.pdf
199,199,https://www.ema.europa.eu/en/documents/product-information/amvuttra-epar-product-information_en.pdf
200,200,https://www.ema.europa.eu/en/documents/product-information/bexsero-epar-product-information_en.pdf
202,202,https://www.ema.europa.eu/en/documents/product-information/blenrep-epar-product-information_en.pdf
203,203,https://www.ema.europa.eu/en/documents/product-information/xyrem-epar-product-information_en.pdf
204,204,https://www.ema.europa.eu/en/documents/product-information/azarga-epar-product-information_en.pdf
205,205,https://www.ema.europa.eu/en/documents/product-information/lucentis-epar-product-information_en.pdf
206,206,https://www.ema.europa.eu/en/documents/product-information/nucala-epar-product-information_en.pdf
207,207,https://www.ema.europa.eu/en/documents/product-information/tygacil-epar-product-information_en.pdf
208,208,https://www.ema.europa.eu/en/documents/product-information/avonex-epar-product-information_en.pdf
209,209,https://www.ema.europa.eu/documents/product-information/cibinqo-epar-product-information_en.pdf
210,210,https://www.ema.europa.eu/en/documents/product-information/privigen-epar-product-information_en.pdf
211,211,https://www.ema.europa.eu/documents/product-information/pifeltro-epar-product-information_en.pdf
212,212,https://www.ema.europa.eu/documents/product-information/delstrigo-epar-product-information_en.pdf
213,213,https://www.ema.europa.eu/en/documents/product-information/hetlioz-epar-product-information_en.pdf
214,214,https://www.ema.europa.eu/en/documents/product-information/entyvio-epar-product-information_en.pdf
215,215,https://www.ema.europa.eu/en/documents/product-information/granupas-epar-product-information_en.pdf
216,216,https://www.ema.europa.eu/en/documents/product-information/vaxelis-epar-product-information_en.pdf
217,217,https://www.ema.europa.eu/en/documents/product-information/atectura-breezhaler-epar-product-information_en.pdf
218,218,https://www.ema.europa.eu/en/documents/product-information/silodyx-epar-product-information_en.pdf
219,219,https://www.ema.europa.eu/en/documents/product-information/cinryze-epar-product-information_en.pdf
220,220,https://www.ema.europa.eu/en/documents/product-information/olanzapine-apotex-epar-product-information_en.pdf
221,221,https://www.ema.europa.eu/en/documents/product-information/revinty-ellipta-epar-product-information_en.pdf
222,222,https://www.ema.europa.eu/en/documents/product-information/relvar-ellipta-epar-product-information_en.pdf
224,224,https://www.ema.europa.eu/en/documents/product-information/prolia-epar-product-information_en.pdf
225,225,https://www.ema.europa.eu/en/documents/product-information/bylvay-epar-product-information_en.pdf
226,226,https://www.ema.europa.eu/en/documents/product-information/jorveza-epar-product-information_en.pdf
227,227,https://www.ema.europa.eu/en/documents/product-information/tookad-epar-product-information_en.pdf
229,229,https://www.ema.europa.eu/en/documents/product-information/stocrin-epar-product-information_en.pdf
230,230,https://www.ema.europa.eu/en/documents/product-information/ranivisio-epar-product-information_en.pdf
231,231,https://www.ema.europa.eu/en/documents/product-information/lenalidomide-mylan-epar-product-information_en.pdf
232,232,https://www.ema.europa.eu/en/documents/product-information/ferriprox-epar-product-information_en.pdf
233,233,https://www.ema.europa.eu/en/documents/product-information/heplisav-b-epar-product-information_en.pdf
234,234,https://www.ema.europa.eu/en/documents/product-information/intuniv-epar-product-information_en.pdf
235,235,https://www.ema.europa.eu/en/documents/product-information/neoclarityn-epar-product-information_en.pdf
236,236,https://www.ema.europa.eu/en/documents/product-information/aerius-epar-product-information_en.pdf
237,237,https://www.ema.europa.eu/en/documents/product-information/azomyr-epar-product-information_en.pdf
238,238,https://www.ema.europa.eu/en/documents/product-information/xeljanz-epar-product-information_en.pdf
239,239,https://www.ema.europa.eu/en/documents/product-information/firmagon-epar-product-information_en.pdf
240,240,https://www.ema.europa.eu/en/documents/product-information/tagrisso-epar-product-information_en.pdf
241,241,https://www.ema.europa.eu/en/documents/product-information/lynparza-epar-product-information_en.pdf
242,242,https://www.ema.europa.eu/en/documents/product-information/sarclisa-epar-product-information_en.pdf
243,243,https://www.ema.europa.eu/en/documents/product-information/ocrevus-epar-product-information_en.pdf
244,244,https://www.ema.europa.eu/en/documents/product-information/rayvow-epar-product-information_en.pdf
245,245,https://www.ema.europa.eu/documents/product-information/sugammadex-mylan-epar-product-information_en.pdf
246,246,https://www.ema.europa.eu/en/documents/product-information/aflunov-epar-product-information_en.pdf
247,247,https://www.ema.europa.eu/en/documents/product-information/febuxostat-mylan-epar-product-information_en.pdf
248,248,https://www.ema.europa.eu/en/documents/product-information/vydura-epar-product-information_en.pdf
249,249,https://www.ema.europa.eu/en/documents/product-information/ertapenem-sun-epar-product-information_en.pdf
252,252,https://www.ema.europa.eu/en/documents/product-information/dimethyl-fumarate-mylan-epar-product-information_en.pdf
253,253,https://www.ema.europa.eu/documents/product-information/ogivri-epar-product-information_en.pdf
256,256,https://www.ema.europa.eu/en/documents/product-information/irbesartan-hydrochlorothiazide-zentiva-epar-product-information_en.pdf
257,257,https://www.ema.europa.eu/en/documents/product-information/fasenra-epar-product-information_en.pdf
258,258,https://www.ema.europa.eu/en/documents/product-information/vyvgart-epar-product-information_en.pdf
259,259,https://www.ema.europa.eu/en/documents/product-information/irbesartan-zentiva-epar-product-information_en.pdf
260,260,https://www.ema.europa.eu/en/documents/product-information/obiltoxaximab-sfl-epar-product-information_en.pdf
261,261,https://www.ema.europa.eu/en/documents/product-information/remsima-epar-product-information_en.pdf
262,262,https://www.ema.europa.eu/en/documents/product-information/ozempic-epar-product-information_en.pdf
263,263,https://www.ema.europa.eu/en/documents/product-information/skilarence-epar-product-information_en.pdf
264,264,https://www.ema.europa.eu/en/documents/product-information/lemtrada-epar-product-information_en.pdf
265,265,https://www.ema.europa.eu/en/documents/product-information/tukysa-epar-product-information_en.pdf
266,266,https://www.ema.europa.eu/en/documents/product-information/trizivir-epar-product-information_en.pdf
267,267,https://www.ema.europa.eu/en/documents/product-information/hemlibra-epar-product-information_en.pdf
268,268,https://www.ema.europa.eu/en/documents/product-information/vaxchora-epar-product-information_en.pdf
269,269,https://www.ema.europa.eu/en/documents/product-information/reblozyl-epar-product-information_en.pdf
270,270,https://www.ema.europa.eu/en/documents/product-information/vaniqa-epar-product-information_en.pdf
271,271,https://www.ema.europa.eu/en/documents/product-information/rybrevant-epar-product-information_en.pdf
273,273,https://www.ema.europa.eu/en/documents/product-information/methylthioninium-chloride-proveblue-epar-product-information_en.pdf
274,274,https://www.ema.europa.eu/en/documents/product-information/atazanavir-mylan-epar-product-information_en.pdf
275,275,https://www.ema.europa.eu/en/documents/product-information/rixubis-epar-product-information_en.pdf
276,276,https://www.ema.europa.eu/en/documents/product-information/nivestim-epar-product-information_en.pdf
277,277,https://www.ema.europa.eu/en/documents/product-information/remicade-epar-product-information_en.pdf
278,278,https://www.ema.europa.eu/documents/product-information/epidyolex-epar-product-information_en.pdf
279,279,https://www.ema.europa.eu/en/documents/product-information/kadcyla-epar-product-information_en.pdf
280,280,https://www.ema.europa.eu/en/documents/product-information/rydapt-epar-product-information_en.pdf
281,281,https://www.ema.europa.eu/en/documents/product-information/elzonris-epar-product-information_en.pdf
282,282,https://www.ema.europa.eu/en/documents/product-information/metalyse-epar-product-information_en.pdf
283,283,https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf
284,284,https://www.ema.europa.eu/en/documents/product-information/libtayo-epar-product-information_en.pdf
285,285,https://www.ema.europa.eu/en/documents/product-information/hulio-epar-product-information_en.pdf
286,286,https://www.ema.europa.eu/en/documents/product-information/blincyto-epar-product-information_en.pdf
287,287,https://www.ema.europa.eu/en/documents/product-information/ruxience-epar-product-information_en.pdf
289,289,https://www.ema.europa.eu/en/documents/product-information/komboglyze-epar-product-information_en.pdf
290,290,https://www.ema.europa.eu/en/documents/product-information/onglyza-epar-product-information_en.pdf
291,291,https://www.ema.europa.eu/en/documents/product-information/nyxoid-epar-product-information_en.pdf
292,292,https://www.ema.europa.eu/en/documents/product-information/imbruvica-epar-product-information_en.pdf
293,293,https://www.ema.europa.eu/en/documents/product-information/rinvoq-epar-product-information_en.pdf
294,294,https://www.ema.europa.eu/en/documents/product-information/polivy-epar-product-information_en.pdf
295,295,https://www.ema.europa.eu/en/documents/product-information/vitrakvi-epar-product-information_en.pdf
296,296,https://www.ema.europa.eu/en/documents/product-information/qarziba-epar-product-information_en.pdf
297,297,https://www.ema.europa.eu/en/documents/product-information/lutetium-177lu-chloride-billev-previously-illuzyce-epar-product-information_en.pdf
298,298,https://www.ema.europa.eu/en/documents/product-information/tabrecta-epar-product-information_en.pdf
300,300,https://www.ema.europa.eu/en/documents/product-information/lupkynis-epar-product-information_en.pdf
301,301,https://www.ema.europa.eu/en/documents/product-information/carmustine-obvius-epar-product-information_en.pdf
302,302,https://www.ema.europa.eu/en/documents/product-information/ontruzant-epar-product-information_en.pdf
303,303,https://www.ema.europa.eu/en/documents/product-information/replagal-epar-product-information_en.pdf
304,304,https://www.ema.europa.eu/en/documents/product-information/fortacin-epar-product-information_en.pdf
306,306,https://www.ema.europa.eu/en/documents/product-information/palforzia-epar-product-information_en.pdf
307,307,https://www.ema.europa.eu/en/documents/product-information/envarsus-epar-product-information_en.pdf
308,308,https://www.ema.europa.eu/en/documents/product-information/nepexto-epar-product-information_en.pdf
309,309,https://www.ema.europa.eu/en/documents/product-information/intelence-epar-product-information_en.pdf
310,310,https://www.ema.europa.eu/en/documents/product-information/instanyl-epar-product-information_en.pdf
312,312,https://www.ema.europa.eu/en/documents/product-information/sialanar-epar-product-information_en.pdf
313,313,https://www.ema.europa.eu/en/documents/product-information/yellox-epar-product-information_en.pdf
314,314,https://www.ema.europa.eu/en/documents/product-information/ilaris-epar-product-information_en.pdf
315,315,https://www.ema.europa.eu/en/documents/product-information/symtuza-epar-product-information_en.pdf
318,318,https://www.ema.europa.eu/en/documents/product-information/kinzalkomb-epar-product-information_en.pdf
319,319,https://www.ema.europa.eu/en/documents/product-information/tysabri-epar-product-information_en.pdf
320,320,https://www.ema.europa.eu/en/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_en.pdf
321,321,https://www.ema.europa.eu/en/documents/product-information/cinacalcet-mylan-epar-product-information_en.pdf
322,322,https://www.ema.europa.eu/en/documents/product-information/libmeldy-epar-product-information_en.pdf
323,323,https://www.ema.europa.eu/en/documents/product-information/tavlesse-epar-product-information_en.pdf
324,324,https://www.ema.europa.eu/documents/product-information/apealea-epar-product-information_en.pdf
325,325,https://www.ema.europa.eu/en/documents/product-information/vipdomet-epar-product-information_en.pdf
326,326,https://www.ema.europa.eu/en/documents/product-information/vipidia-epar-product-information_en.pdf
327,327,https://www.ema.europa.eu/en/documents/product-information/incresync-epar-product-information_en.pdf
328,328,https://www.ema.europa.eu/en/documents/product-information/erelzi-epar-product-information_en.pdf
329,329,https://www.ema.europa.eu/en/documents/product-information/eliquis-epar-product-information_en.pdf
330,330,https://www.ema.europa.eu/en/documents/product-information/procysbi-epar-product-information_en.pdf
331,331,https://www.ema.europa.eu/en/documents/product-information/ontozry-epar-product-information_en.pdf
332,332,https://www.ema.europa.eu/en/documents/product-information/tepadina-epar-product-information_en.pdf
333,333,https://www.ema.europa.eu/en/documents/product-information/scemblix-epar-product-information_en.pdf
334,334,https://www.ema.europa.eu/en/documents/product-information/zerbaxa-epar-product-information_en.pdf
336,336,https://www.ema.europa.eu/en/documents/product-information/jardiance-epar-product-information_en.pdf
337,337,https://www.ema.europa.eu/en/documents/product-information/gonal-f-epar-product-information_en.pdf
